Marca;Fecha;Precio
Romeo y Julieta KS;20100703;3.25
L&M Blue Label Blando;20100720;3.1
L&M Red Label Blando;20100720;3.1
Respect Gold American Blend;20100720;2.75
Respect Red American Blend;20100720;2.75
Surfside Vanilla Flavor;20100720;3.75
Coronas (25);20100720;1.9
Dorados (20);20100720;2.0
Elegantes (20);20100720;2.5
Tubular (20);20100720;1.65
Epicure (25);20100720;2.8
Gran Corona (20);20100720;2.6
Corona (25);20100720;0.42
Coronita (25);20100720;0.35
Brevas (50);20100720;0.42
Saludos (25);20100720;0.47
Casinos (25);20100720;2.24
Brevas (50);20100720;0.41
N.º 15 (20);20100720;6.0
Churchill Caja (25);20100720;2.1
Churchill Mazo (25);20100720;1.95
Corona Caja (25);20100720;1.95
Corona Mazo (25);20100720;1.8
Mareva Caja (25);20100720;1.85
Mareva Mazo (25);20100720;1.7
Panetela Caja (25);20100720;1.85
Panetela Mazo (25);20100720;1.7
Robusto Caja (25);20100720;1.95
Robusto Mazo (25);20100720;1.8
N.º 1 (25);20100720;2.8
N.º 4 (25);20100720;2.4
N.º 4 (5);20100720;2.4
Toro Gran Reserva (20);20100720;3.5
N.º 15 (20);20100720;7.0
Robusto (10);20100720;1.2
Short Robusto (10);20100720;1.0
N.º 2 (50);20100720;0.6
N.º 3 (50);20100720;0.4
N.º 6 (50);20100720;0.35
N.º 9 (50);20100720;0.3
Coronas (50);20100720;0.23
Redondos Nº 2 (50);20100720;0.35
Cristal (20);20100720;2.8
Presidente (10);20100720;6.5
Robustos (25);20100720;2.8
N.º 15 (100);20100720;0.41
Alonso Blue;20100810;2.75
Alonso Red;20100810;2.75
Ducados Rubio Azul Blando;20100810;3.05
Ducados Rubio Rojo Blando;20100810;3.05
Golden American Classic Blue;20100810;3.1
Golden American Classic Red;20100810;3.1
Pall Mall Pocket Edition;20100810;3.0
Rockies Blue;20100810;2.75
Rockies Red;20100810;2.75
Xtreme American Blend;20100810;2.7
821 Original Negro;20100925;2.75
821 Original Rubio;20100925;2.75
Natural American Spirit Blue;20101002;3.95
Natural American Spirit Blue Soft Pack (20);20101002;3.85
Natural American Spirit Yellow;20101002;3.95
Natural American Spirit Yellow Soft Pack (20);20101002;3.85
Pall Mall New Orleans Blando;20101002;3.0
Austin Menthol Authentic American Blend (20);20101030;2.75
Corset Lile Superslims;20101030;3.5
Corset Pink Superslims;20101030;3.5
Fortuna Red Line;20101030;3.25
JPS American Blend Red Blando;20101030;3.0
Nobel Style;20101030;3.1
Omè Superslims Menthol (20);20101030;3.6
Von Eicken Superior Menthol;20101030;2.8
American Legend;20101127;2.75
Elixyr Blue 100’s;20101127;2.9
Fortuna XL Duro;20101127;3.4
Hispanos Negro 20;20101127;2.65
Lucky Strike Red Blando;20101127;3.25
Merilyn Blue Slim;20101127;3.0
Merilyn Red Slim;20101127;3.0
Merilyn Vanilla Slim;20101127;3.0
Pall Mall Pocket Edition;20101127;2.85
Sioux Original;20101127;2.65
Ta2 Black Slim;20101127;3.0
Ta2 Gold Super Slim;20101127;3.4
Ta2 Silver Super Silm;20101127;3.4
Ta2 White Slim;20101127;3.0
821 Italian Tech Codice Bianco;20101208;3.4
821 Italian Tech Codice Blu;20101208;3.4
821 Italian Tech Codice Rosso;20101208;3.4
821 Original Negro;20101208;3.4
821 Original Rubio;20101208;3.4
Alonso Blue;20101208;3.3
Alonso Red;20101208;3.3
Austin Blue;20101208;3.4
Austin Menthol Authentic American Blend (20);20101208;3.4
Austin Red;20101208;3.4
B.N. Beige Duro;20101208;3.8
B.N. Clásico Blando;20101208;3.8
B.N. Clásico Duro;20101208;3.8
Basic Duro;20101208;3.6
Bastos Filter Blando;20101208;4.8
Black Devil Cherry Flavour;20101208;3.6
Black Devil Finest Flavour;20101208;3.6
Black Devil Special Flavour;20101208;3.6
Boncalo Duro;20101208;3.8
Bravo Clásico;20101208;3.4
British Heritage;20101208;3.4
Brookfield CP 20;20101208;3.5
Brooklyn Azul Duro;20101208;3.65
Brooklyn Rojo Duro;20101208;3.65
Bullbrand Negro 20;20101208;3.45
Bullbrand Negro 24;20101208;4.0
Bullbrand Rubio 20;20101208;3.35
Burton Menthol 20;20101208;3.3
Burton Original 20;20101208;3.3
Burton Original 24;20101208;4.0
Burton White 20;20101208;3.3
Chesterfield Classic Blue Duro;20101208;3.95
Chesterfield Classic Red Blando;20101208;3.95
Chesterfield Classic Red Duro;20101208;3.95
Chesterfield Naked;20101208;3.85
CK Canary Kingdom;20101208;3.4
D&G Cigarettes;20101208;3.5
Davidoff Classic;20101208;4.3
Davidoff Gold;20101208;4.3
Denim Red American Blend;20101208;3.35
Diana Duro;20101208;3.65
Ducados 25 Azul Duro;20101208;4.7
Ducados Azul Blando;20101208;3.85
Ducados Azul Duro;20101208;3.85
Ducados Azul/Blanco Blando;20101208;3.85
Ducados Azul/Blanco Duro;20101208;3.85
Ducados Blanco Duro;20101208;3.85
Ducados Internacional Duro;20101208;4.35
Ducados Lujo Duro;20101208;4.15
Ducados Rubio 100’S;20101208;3.6
Ducados Rubio Azul;20101208;3.6
Ducados Rubio Azul Blando;20101208;3.55
Ducados Rubio Mentol;20101208;3.6
Ducados Rubio Rojo;20101208;3.6
Ducados Rubio Rojo 25;20101208;4.4
Ducados Rubio Rojo Blando;20101208;3.55
Ducal Blue;20101208;3.45
Ducal Filter;20101208;3.45
Egalite Blanches;20101208;3.35
Egalite Slim;20101208;3.5
Elixyr Blue;20101208;3.5
Elixyr Blue 100’s;20101208;3.5
Elixyr Menthol;20101208;3.5
Elixyr Red;20101208;3.5
Elixyr Red 100’S;20101208;3.5
Elixyr Red XXXL;20101208;5.25
Embassy N.º 1;20101208;4.25
Excite Blue 20;20101208;3.4
Excite Green Menthol 20;20101208;3.4
Excite Red Blando;20101208;3.35
Excite Red Duro 20;20101208;3.4
Fine 120 Azul Duro;20101208;4.45
Fine 120 Menthol Duro;20101208;4.45
Fine 120 Rojo Blend Duro;20101208;4.45
For U! by Fortuna;20101208;3.65
Fortuna 24 Azul Duro;20101208;4.3
Fortuna 24 Rojo Duro;20101208;4.3
Fortuna Azul Duro 20;20101208;3.75
Fortuna Fresh;20101208;3.75
Fortuna Menthol Duro;20101208;3.75
Fortuna Plata Duro;20101208;3.75
Fortuna Red Line;20101208;3.65
Fortuna Rojo Blando;20101208;3.75
Fortuna Rojo Duro 20;20101208;3.75
Fortuna XL;20101208;3.75
Fortuna XL Duro;20101208;3.75
Fraternite Blondes;20101208;3.4
Fraternite Slim;20101208;3.5
Free Jack;20101208;3.5
Gala Society Rubin;20101208;3.4
Gala Society Saphir;20101208;3.4
Gauloises Brunes;20101208;3.65
Gauloises Rubio Amarillo;20101208;3.65
Gauloises Rubio Azul;20101208;3.65
Gauloises Rubio Rojo;20101208;3.65
Gitanes Cortos Con Filtro Duro;20101208;4.3
Gitanes Cortos Sin Filtro Duro;20101208;4.3
Gold Leaf Ks;20101208;4.05
Habanos Blando;20101208;4.1
Habanos Duro;20101208;4.1
Herencia Cubana;20101208;3.45
Hispanos Negro 20;20101208;3.3
Ibiza Essence American Blend;20101208;3.35
Ibiza Essence Cyan;20101208;3.35
John Player King Size Blue;20101208;4.25
JPS American Blend Red;20101208;3.6
JPS American Blend Red 100’S;20101208;3.6
JPS American Blend Red Blando;20101208;3.5
JPS American Blend Silver;20101208;3.6
JPS American Blend White;20101208;3.6
JPS Black;20101208;3.6
JPS Black 100s;20101208;3.6
JPS Green Menthol;20101208;3.6
JPS Virginia Blue;20101208;3.6
L&M Blue Label Blando;20101208;3.6
L&M Blue Label Duro;20101208;3.65
L&M Red Label Blando;20101208;3.6
L&M Red Label Duro;20101208;3.65
Lambert & Butler Gold;20101208;4.1
Lambert & Butler KS;20101208;4.1
Lambert & Butler Menthol;20101208;4.1
Lark;20101208;4.0
Latino Heritage;20101208;3.45
Latino Heritage Natural;20101208;3.4
Latino Heritage Rubio;20101208;3.4
Liberte Brunes Negro;20101208;3.35
Louxor;20101208;3.4
Manitou Easy Blend Hard;20101208;3.6
Manitou Golden Blend Hard;20101208;3.6
Manitou Original Blend Hard;20101208;3.6
Marlboro Blue Fresh;20101208;4.25
Marlboro Cold Mint Stripe;20101208;4.25
Marlboro Gold 100’S;20101208;4.35
Marlboro Gold Duro;20101208;4.25
Marlboro Gold Touch;20101208;3.85
Marlboro Med Duro;20101208;4.25
Marlboro Pocket Pack (Corto);20101208;3.8
Marlboro Red 100’S;20101208;4.35
Marlboro Red Blando;20101208;4.25
Marlboro Red Duro;20101208;4.25
Maryland;20101208;3.4
Mecánicos Extra Filtro;20101208;3.45
Merilyn Blue Slim;20101208;3.4
Merilyn Red Slim;20101208;3.4
Merilyn Vanilla Slim;20101208;3.4
Mohawk Blue;20101208;3.4
Mohawk Red;20101208;3.4
Natur Slim Blue;20101208;3.6
Natur Slim Red;20101208;3.6
News Azul Duro;20101208;3.6
News Rojo 30 Duro;20101208;5.25
News Rojo Duro;20101208;3.6
Next Red 20;20101208;3.6
Next White 20;20101208;3.6
Nobel Blando;20101208;3.75
Nobel Duro;20101208;3.75
Nobel Plata;20101208;3.75
Nobel Style;20101208;3.6
Nobel Triple Filtro;20101208;3.75
Partagás Duro;20101208;4.1
Pepe 20;20101208;3.3
Philip Morris Blues;20101208;3.6
Philip Morris Filter King;20101208;3.8
Philip Morris Green;20101208;3.6
Philip Morris Reds;20101208;3.6
Philip Morris Supreme;20101208;3.8
Pink Elephant International Blend;20101208;3.6
Privium Blue;20101208;3.35
Privium Red;20101208;3.35
Pueblo Blue;20101208;3.55
R1 Azul;20101208;4.2
R1 Rojo;20101208;4.2
R1 Slim Line;20101208;4.2
Regal Ks;20101208;4.25
Respect Gold;20101208;3.4
Respect Red;20101208;3.4
Richmond Gold;20101208;3.7
Richmond King Size;20101208;3.7
Richmond Superkings;20101208;3.7
Richmond Superkings Gold;20101208;3.7
Richmond Superkings Menthol;20101208;3.7
Romeo y Julieta KS;20101208;3.65
Ronhill Rich;20101208;3.45
Ronhill Slims;20101208;3.6
Ronhill Slims Azure;20101208;3.6
Ronhill Slims Menthol;20101208;3.6
Ronhill Slims Velvet;20101208;3.6
Ronhill White;20101208;3.45
Sioux Original;20101208;3.35
Sombra Blando;20101208;3.8
Superkings;20101208;4.15
Superkings Blue;20101208;4.15
Superkings Menthol;20101208;4.15
Surfside Cubalibre Flavor;20101208;4.0
Surfside Mango Tropic Flavor;20101208;4.0
Surfside Mojito Flavor;20101208;4.0
Surfside Piña Colada Flavor;20101208;4.0
Surfside Tequila Sunrise Flavor;20101208;4.0
Surfside Vanilla Flavor;20101208;4.0
Tradition de Luxe;20101208;3.4
Von Eicken Superior Gold;20101208;3.5
Von Eicken Superior Menthol;20101208;3.5
Von Eicken Superior Silver;20101208;3.5
West Blue;20101208;3.6
West Ice;20101208;3.6
West Red;20101208;3.6
West Silver;20101208;3.6
Windsor Blue King Size;20101208;3.6
Windsor Blue Superkings;20101208;3.6
Xtreme American Blend;20101208;3.35
Pueblo Cigarette;20101208;3.55
American Legend;20101210;3.4
Austin Blue;20101210;3.35
Austin Menthol Authentic American Blend (20);20101210;3.35
Austin Red;20101210;3.35
Benson & Hedges 100’S;20101210;4.25
Benson & Hedges American Blue;20101210;3.65
Benson & Hedges American Red;20101210;3.65
Benson & Hedges Gold;20101210;4.25
Benson & Hedges Silver;20101210;4.1
Berkeley Blue;20101210;4.15
Berkeley Menthol;20101210;4.15
Berkeley Superkings;20101210;4.15
Bisonte Blando;20101210;3.65
Bisonte Duro;20101210;3.65
Camel Black;20101210;3.7
Camel Blue 20;20101210;3.95
Camel Essential Blue;20101210;3.95
Camel Essential Filters;20101210;3.95
Camel Filter Box 20;20101210;3.95
Camel Filter Soft;20101210;3.95
Camel Non Filter Soft;20101210;3.85
Camel White;20101210;3.7
Celtas Filtro Blando;20101210;3.8
Condal Blando 100;20101210;3.75
Coronas A.B. Blando 100;20101210;3.6
Coronas A.B. Duro;20101210;3.6
Coronas A.B. Duro 100;20101210;3.6
Coronas A.B. Gold Duro;20101210;3.6
Coronas A.B. Menthol Duro;20101210;3.6
Coronas A.B. Silver Duro;20101210;3.6
Coronas Negro Clásico Blando;20101210;3.85
Coronas Negro Clásico Duro;20101210;3.85
Coronas Negro Oro Duro;20101210;3.85
Coronas Negro Plata Duro;20101210;3.85
Coronas Reserva Duro;20101210;4.1
Desert Gold;20101210;3.2
Desert Gold 100’s;20101210;3.2
Desert Gold Menthol;20101210;3.2
Dorchester Superkings;20101210;3.9
Futura Anice;20101210;3.4
Futura Bianca;20101210;3.4
Futura Blu;20101210;3.4
Futura Intenssa;20101210;3.4
Gold Coast Blue (Azul);20101210;3.6
Gold Coast Filters (Rojo);20101210;3.6
Gold Coast Menthol (Verde);20101210;3.6
Gold Coast White (Blanco);20101210;3.6
Karelia Slims;20101210;3.65
Karelia Slims Blue;20101210;3.65
Karelia Slims Crem Color;20101210;3.65
Karelia Slims Mentol;20101210;3.65
Kensitas Club King Size;20101210;4.25
Mayfair Fine;20101210;3.75
Mayfair King Size;20101210;3.75
Mayfair Menthol;20101210;3.75
Mayfair Sky Blue;20101210;3.75
Mayfair Superkings;20101210;3.75
More Filters Box;20101210;4.5
More Menthol Box;20101210;4.5
Omé Superslims;20101210;3.8
Omé Superslims Menthol (20);20101210;3.8
Omé Superslims Yellow;20101210;3.8
Piper Menthol Blando;20101210;3.65
Reales Blando;20101210;3.65
Respect Gold American Blend;20101210;3.35
Respect Red American Blend;20101210;3.35
Rex FF Blando;20101210;3.8
Rex Plata Duro;20101210;3.8
Ronhill Rich;20101210;3.4
Ronhill White;20101210;3.4
Ronson 25 S Red;20101210;4.45
Ronson 25 S White;20101210;4.45
Salem Menthol;20101210;4.25
Silk Cut Blue;20101210;4.25
Silk Cut Purple;20101210;4.25
Silk Cut Purple 100’S;20101210;4.25
Silk Cut Silver;20101210;4.25
Silk Cut White;20101210;4.25
Sovereign King Size;20101210;3.6
Sterling King Size;20101210;3.6
Sterling Superking Blue;20101210;3.6
Sterling Superkings;20101210;3.6
Un-X-Dos Blando;20101210;3.65
Wings Blue;20101210;3.65
Wings Red;20101210;3.65
Winston Blue;20101210;3.75
Winston Classic 100;20101210;3.75
Winston Classic Ks Box;20101210;3.75
Winston Classic Red Ks Soft;20101210;3.75
Winston Redvolution;20101210;3.6
Winston Silver;20101210;3.75
Yuma Organic Cream;20101210;4.0
Yuma Organic Red;20101210;4.0
Belga Red;20101215;4.8
Cohiba Duro;20101215;3.85
Craven A Red;20101215;4.25
Dunhill International;20101215;4.6
Dunhill International Blue;20101215;4.6
Dunhill International Menthol;20101215;4.6
Egalite Blanches;20101215;3.3
Fraternite Blondes;20101215;3.3
Golden American Classic Blue;20101215;3.5
Golden American Classic Red;20101215;3.5
HB Red;20101215;3.75
Kool Filter Kings;20101215;4.25
Liberte Brunes Negro;20101215;3.3
Lucky Strike Click & Roll;20101215;3.85
Lucky Strike Corto Sin Filtro;20101215;3.65
Lucky Strike Red;20101215;3.75
Lucky Strike Red Blando;20101215;3.6
Lucky Strike Silver;20101215;3.75
Mohawk Blue;20101215;3.3
Mohawk Menthol;20101215;3.3
Mohawk Red;20101215;3.3
Pall Mall Alaska/Menthol;20101215;3.5
Pall Mall Los Angeles;20101215;3.5
Pall Mall New Orleans Blando;20101215;3.5
Pall Mall New Orleans Largo 100’S;20101215;3.5
Pall Mall New Orleans XL;20101215;4.4
Pall Mall New Orleans/Red;20101215;3.5
Pall Mall Pocket Edition;20101215;3.5
Pall Mall Puerto Rico;20101215;3.5
Pall Mall San Francisco/Blue;20101215;3.5
Peter Stuyvesant Blue;20101215;3.75
Peter Stuyvesant Red;20101215;3.75
Peter Stuyvesant Silver;20101215;3.75
Popular Negro KS;20101215;3.45
Prince Original/Rich Taste;20101215;4.25
Prince White/Rounded;20101215;4.25
Rothmans Blue;20101215;4.25
Rothmans Red;20101215;4.25
Royal Crown Blue;20101215;3.9
Royal Crown Filter;20101215;3.9
Royals Red;20101215;3.6
Vogue Frisson Menthe;20101215;4.4
Vogue Super Slims Blue;20101215;4.4
Winfield Blue;20101215;5.25
Winfield Red;20101215;5.25
Ducados Rubio Azul Blando;20101218;3.5
Ducados Rubio Rojo Blando;20101218;3.5
For U! by Fortuna;20101218;3.6
Fortuna Red Line;20101218;3.6
JPS American Blend Red;20101218;3.5
JPS American Blend Red 100’S;20101218;3.5
JPS American Blend Silver;20101218;3.5
JPS American Blend White;20101218;3.5
JPS Green Menthol;20101218;3.5
L&M Blue Label Blando;20101218;3.5
L&M Red Label Blando;20101218;3.5
Marlboro Pocket Pack (Corto);20101218;3.75
News Azul Duro;20101218;3.5
News Rojo Duro;20101218;3.5
Next Red 20;20101218;3.5
Next White 20;20101218;3.5
Nobel Style;20101218;3.5
Philip Morris Blues;20101218;3.5
Philip Morris Filter King;20101218;3.75
Philip Morris Green;20101218;3.5
Philip Morris Reds;20101218;3.5
Philip Morris Supreme;20101218;3.75
Ta2 Black Slim;20101218;3.6
Ta2 Gold Super Slim;20101218;3.8
Ta2 Silver Super Silm;20101218;3.8
Ta2 White Slim;20101218;3.6
West Blue;20101218;3.5
West Ice;20101218;3.5
West Red;20101218;3.5
West Silver;20101218;3.5
Coronas A.B. Blando 100;20110101;3.5
Coronas A.B. Duro;20110101;3.5
Coronas A.B. Duro 100;20110101;3.5
Coronas A.B. Gold Duro;20110101;3.5
Coronas A.B. Menthol Duro;20110101;3.5
Coronas A.B. Silver Duro;20110101;3.5
Desert Gold;20110101;3.3
Desert Gold 100’s;20110101;3.35
Desert Gold Menthol;20110101;3.35
Ducados Rubio Azul Blando;20110101;3.45
Ducados Rubio Rojo Blando;20110101;3.45
Excite Blue 20;20110101;3.35
Excite Green Menthol 20;20110101;3.35
Excite Red Blando;20110101;3.3
Excite Red Duro 20;20110101;3.35
Meridiano Rojo;20110101;3.4
Natural American Spirit Blue;20110101;4.25
Natural American Spirit Blue Soft Pack (20);20110101;4.15
Natural American Spirit Yellow;20110101;4.25
Natural American Spirit Yellow Soft Pack (20);20110101;4.15
Pall Mall New Orleans Blando;20110101;3.4
Pall Mall Pocket Edition;20110101;3.4
Bravo American Blend;20110115;3.35
Herencia Palmera;20110115;3.4
JPS American Blend Red Blando;20110115;3.4
Walter Wolf Blue;20110115;3.2
Walter Wolf White;20110115;3.2
Caliqueños (10);20110129;0.6
Caliqueños (40);20110129;0.6
Cornetas (10);20110129;0.55
Cornetas (40);20110129;0.55
Pata Canaleños (25);20110129;1.0
Robustos (16);20110129;1.95
Corona Cristal (20);20110129;3.0
Clásico n.º 4 (5);20110129;2.55
Classico Cetros n.º 2 (25);20110129;2.85
Clássico Lindos (25);20110129;2.15
Classico n.º 4 (25);20110129;2.55
Classico Robusto (25);20110129;2.85
Classico Rothschild (25);20110129;2.55
Churchill (10);20110129;12.25
Churchill (3);20110129;17.25
Churchill 3 Tubos (3);20110129;13.1
Corona (25);20110129;5.9
Corona (5);20110129;5.95
Corona 5 Tubos (5);20110129;6.75
Petit Corona (25);20110129;4.3
Petít Corona (5);20110129;4.3
Petít Corona 5 Tubos (5);20110129;5.4
Robusto (10);20110129;7.7
Robusto (25);20110129;7.7
Robusto (4);20110129;7.75
Robusto 4 Tubos (4);20110129;8.55
Toros (10);20110129;9.9
Torpedo (25);20110129;9.35
Serie R n.º 3 (24);20110129;3.15
Serie R n.º 4 (24);20110129;4.65
Serie R n.º 5 (24);20110129;5.15
Serie R n.º 6 (24);20110129;5.65
Robusto (10);20110129;1.3
Short Robusto (10);20110129;1.1
Imperial (5);20110129;0.98
Imperial (50);20110129;0.98
Invincible (5);20110129;1.19
Specials (5);20110129;0.76
Gran Corona (25);20110129;2.5
Gran Corona (3);20110129;2.5
Gran Reserva Dorada (25);20110129;2.7
Gran Reserva Platinum (25);20110129;2.7
1968 Corona (20);20110129;4.45
1968 Gigante (20);20110129;7.15
1968 Robusto (20);20110129;6.75
1968 Rotschild (20);20110129;4.75
1968 Titán (20);20110129;5.15
Hampton Court Café (25);20110129;4.75
Hampton Court Maduro (25);20110129;4.75
London Club Café (25);20110129;2.65
London Club Maduro (25);20110129;2.65
Lord’s (25);20110129;4.45
Maduro Diplomat (25);20110129;6.45
Maduro Hyde Park Robusto (25);20110129;6.45
N.º 4 (25);20110129;4.15
Robusto (25);20110129;6.45
Sumum 2010 Tubo (10);20110129;6.0
Corona Optimum (25);20110129;2.2
821 Italian Tech Codice Bianco;20110402;3.35
821 Italian Tech Codice Blu;20110402;3.35
821 Italian Tech Codice Rosso;20110402;3.35
Bastos Filter Blando;20110402;4.4
Black Devil After Dinner;20110402;3.6
CK Canary Kingdom;20110402;3.3
D&G Cigarettes;20110402;3.3
Ducados Rubio Rojo 24;20110402;4.2
Natur Slim Blue;20110402;3.4
Natur Slim Red;20110402;3.4
Ronhill Slims Azure;20110402;3.5
Ronhill Slims Menthol;20110402;3.5
Ronhill Slims Velvet;20110402;3.5
Belga Red;20110430;4.9
Burton Silver 20;20110430;3.3
Craven A Red;20110430;4.35
Ducal Blue AB C20;20110430;3.5
Ducal Menthol AB C20;20110430;3.5
Ducal Red AB C20;20110430;3.5
Dunhill International;20110430;4.7
Dunhill International Blue;20110430;4.7
Dunhill International Menthol;20110430;4.7
Golden American Classic Blue;20110430;3.6
Golden American Classic Red;20110430;3.6
HB Red;20110430;3.85
Kool Filter Kings;20110430;4.35
Lucky Strike Click & Roll;20110430;3.95
Lucky Strike Corto Sin Filtro;20110430;3.75
Lucky Strike Red;20110430;3.85
Lucky Strike Red Blando;20110430;3.7
Lucky Strike Silver;20110430;3.85
Pall Mall Alaska/Menthol;20110430;3.6
Pall Mall Los Angeles;20110430;3.6
Pall Mall New Orleans Blando;20110430;3.5
Pall Mall New Orleans Largo 100’S;20110430;3.6
Pall Mall New Orleans XL;20110430;4.5
Pall Mall New Orleans/Red;20110430;3.6
Pall Mall Pocket Edition;20110430;3.5
Pall Mall Puerto Rico;20110430;3.6
Pall Mall San Francisco/Blue;20110430;3.6
Peter Stuyvesant Blue;20110430;3.85
Peter Stuyvesant Red;20110430;3.85
Peter Stuyvesant Silver;20110430;3.85
Prince Original/Rich Taste;20110430;4.35
Prince White/Rounded;20110430;4.35
Rothmans Blue;20110430;4.35
Rothmans Red;20110430;4.35
Royal Crown Blue;20110430;4.0
Royal Crown Filter;20110430;4.0
Royals Red;20110430;3.7
Sioux Original;20110430;3.3
Vogue Frisson Menthe;20110430;4.5
Vogue Perle Bronze;20110430;3.85
Vogue Super Slims Blue;20110430;4.5
Winfield Blue;20110430;5.35
Winfield Red;20110430;5.35
B.N. Beige Duro;20110510;3.9
B.N. Clásico Blando;20110510;3.9
B.N. Clásico Duro;20110510;3.9
Boncalo Duro;20110510;3.9
Brooklyn Azul Duro;20110510;3.4
Brooklyn Rojo Duro;20110510;3.4
Davidoff Classic;20110510;4.4
Davidoff Gold;20110510;4.4
Diana Duro;20110510;3.75
Ducados 25 Azul Duro;20110510;4.8
Ducados Azul Blando;20110510;3.95
Ducados Azul Duro;20110510;3.95
Ducados Azul/Blanco Blando;20110510;3.95
Ducados Azul/Blanco Duro;20110510;3.95
Ducados Blanco Duro;20110510;3.95
Ducados Internacional Duro;20110510;4.45
Ducados Lujo Duro;20110510;4.25
Ducados Rubio 100’S;20110510;3.7
Ducados Rubio Azul;20110510;3.7
Ducados Rubio Azul Blando;20110510;3.55
Ducados Rubio Mentol;20110510;3.7
Ducados Rubio Rojo;20110510;3.7
Ducados Rubio Rojo 25;20110510;4.5
Ducados Rubio Rojo Blando;20110510;3.55
Embassy N.º 1;20110510;4.35
Fine 120 Azul Duro;20110510;4.55
Fine 120 Menthol Duro;20110510;4.55
Fine 120 Rojo Blend Duro;20110510;4.55
For U! by Fortuna;20110510;3.7
Fortuna 24 Azul Duro;20110510;4.4
Fortuna 24 Rojo Duro;20110510;4.4
Fortuna Azul Duro 20;20110510;3.85
Fortuna Fresh;20110510;3.85
Fortuna Menthol Duro;20110510;3.85
Fortuna Plata Duro;20110510;3.85
Fortuna Red Line;20110510;3.7
Fortuna Rojo Blando;20110510;3.85
Fortuna Rojo Duro 20;20110510;3.85
Fortuna XL;20110510;3.85
Fortuna XL Duro;20110510;3.85
Gauloises Brunes;20110510;3.75
Gauloises Rubio Amarillo;20110510;3.75
Gauloises Rubio Azul;20110510;3.75
Gauloises Rubio Rojo;20110510;3.75
Gitanes Cortos Con Filtro Duro;20110510;4.4
Gitanes Cortos Sin Filtro Duro;20110510;4.4
Gold Leaf Ks;20110510;4.15
Habanos Blando;20110510;4.2
Habanos Duro;20110510;4.2
JPS American Blend Red;20110510;3.6
JPS American Blend Red 100’S;20110510;3.6
JPS American Blend Red Blando;20110510;3.5
JPS American Blend Silver;20110510;3.6
JPS American Blend White;20110510;3.6
JPS Black;20110510;3.7
JPS Green Menthol;20110510;3.6
Lambert & Butler Gold;20110510;4.2
Lambert & Butler KS;20110510;4.2
Lambert & Butler Menthol;20110510;4.2
News Azul Duro;20110510;3.6
News Rojo 30 Duro;20110510;5.35
News Rojo Duro;20110510;3.6
Nobel Blando;20110510;3.85
Nobel Duro;20110510;3.85
Nobel Plata;20110510;3.85
Nobel Style;20110510;3.6
Nobel Triple Filtro;20110510;3.85
Partagás Duro;20110510;4.2
R1 Azul;20110510;4.3
R1 Rojo;20110510;4.3
R1 Slim Line;20110510;4.3
Regal Ks;20110510;4.35
Richmond King Size;20110510;3.8
Richmond Superkings;20110510;3.8
Richmond Superkings Gold;20110510;3.8
Richmond Superkings Menthol;20110510;3.8
Sombra Blando;20110510;3.9
Superkings;20110510;4.25
Superkings Blue;20110510;4.25
Superkings Menthol;20110510;4.25
West Blue;20110510;3.6
West Ice;20110510;3.6
West Red;20110510;3.6
West Silver;20110510;3.6
Windsor Blue King Size;20110510;3.7
Windsor Blue Superkings;20110510;3.7
B.N. Beige Duro;20110520;3.8
B.N. Clásico Blando;20110520;3.8
B.N. Clásico Duro;20110520;3.8
Boncalo Duro;20110520;3.8
Brooklyn Azul Duro;20110520;3.3
Brooklyn Rojo Duro;20110520;3.3
Davidoff Classic;20110520;4.3
Davidoff Gold;20110520;4.3
Diana Duro;20110520;3.65
Ducados 25 Azul Duro;20110520;4.7
Ducados Azul Blando;20110520;3.85
Ducados Azul Duro;20110520;3.85
Ducados Azul/Blanco Blando;20110520;3.85
Ducados Azul/Blanco Duro;20110520;3.85
Ducados Blanco Duro;20110520;3.85
Ducados Internacional Duro;20110520;4.35
Ducados Lujo Duro;20110520;4.15
Ducados Rubio 100’S;20110520;3.5
Ducados Rubio Azul;20110520;3.5
Ducados Rubio Azul Blando;20110520;3.4
Ducados Rubio Mentol;20110520;3.5
Ducados Rubio Rojo;20110520;3.5
Ducados Rubio Rojo 24;20110520;4.1
Ducados Rubio Rojo 25;20110520;4.3
Ducados Rubio Rojo Blando;20110520;3.4
Embassy N.º 1;20110520;4.25
Fine 120 Azul Duro;20110520;4.45
Fine 120 Menthol Duro;20110520;4.45
Fine 120 Rojo Blend Duro;20110520;4.45
For U! by Fortuna;20110520;3.55
Fortuna 24 Azul Duro;20110520;4.25
Fortuna 24 Rojo Duro;20110520;4.25
Fortuna Azul Duro 20;20110520;3.7
Fortuna Fresh;20110520;3.7
Fortuna Menthol Duro;20110520;3.7
Fortuna Plata Duro;20110520;3.7
Fortuna Red Line;20110520;3.55
Fortuna Rojo Blando;20110520;3.7
Fortuna Rojo Duro 20;20110520;3.7
Fortuna XL;20110520;3.7
Fortuna XL Duro;20110520;3.7
Gauloises Brunes;20110520;3.65
Gauloises Rubio Amarillo;20110520;3.65
Gauloises Rubio Azul;20110520;3.65
Gauloises Rubio Rojo;20110520;3.65
Gitanes Cortos Con Filtro Duro;20110520;4.3
Gitanes Cortos Sin Filtro Duro;20110520;4.3
