Comunidad;Año;Labor;Totales;Unidades
Galicia;2009;CIGARROS;21433402;euros
Galicia;2009;P. LIAR;8869605;euros
Galicia;2009;P. PIPA;257471;euros
Madrid (Comunidad de);2009;CIGARRILLOS;1430368221;euros
Madrid (Comunidad de);2009;CIGARROS;43593307;euros
Madrid (Comunidad de);2009;P. LIAR;21718482;euros
Madrid (Comunidad de);2009;P. PIPA;1190293;euros
Murcia (Región de);2009;CIGARRILLOS;394402857;euros
Murcia (Región de);2009;CIGARROS;9968312;euros
Murcia (Región de);2009;P. LIAR;12500478;euros
Murcia (Región de);2009;P. PIPA;219209;euros
Navarra (Comunidad Foral de);2009;CIGARRILLOS;238857914;euros
Navarra (Comunidad Foral de);2009;CIGARROS;14633560;euros
Navarra (Comunidad Foral de);2009;P. LIAR;8515346;euros
Navarra (Comunidad Foral de);2009;P. PIPA;252591;euros
País Vasco;2009;CIGARRILLOS;609620567;euros
País Vasco;2009;CIGARROS;48407856;euros
País Vasco;2009;P. LIAR;17143516;euros
País Vasco;2009;P. PIPA;431161;euros
Rioja (La);2009;CIGARRILLOS;74038531;euros
Rioja (La);2009;CIGARROS;6620392;euros
Rioja (La);2009;P. LIAR;774979;euros
Rioja (La);2009;P. PIPA;32222;euros
Andalucía;2009;CIGARRILLOS;737816203;unidades
Andalucía;2009;CIGARROS;140831820;unidades
Andalucía;2009;P. LIAR;1013433;unidades
Andalucía;2009;P. PIPA;35617;unidades
Aragón;2009;CIGARRILLOS;123634104;unidades
Aragón;2009;CIGARROS;46603156;unidades
Aragón;2009;P. LIAR;81797;unidades
Aragón;2009;P. PIPA;3944;unidades
Asturias (Principado de);2009;CIGARRILLOS;94908274;unidades
Asturias (Principado de);2009;CIGARROS;41868595;unidades
Asturias (Principado de);2009;P. LIAR;39828;unidades
Asturias (Principado de);2009;P. PIPA;2392;unidades
Balears (Illes);2009;CIGARRILLOS;142915427;unidades
Balears (Illes);2009;CIGARROS;28103161;unidades
Balears (Illes);2009;P. LIAR;470379;unidades
Balears (Illes);2009;P. PIPA;10250;unidades
Cantabria;2009;CIGARRILLOS;53571076;unidades
Cantabria;2009;CIGARROS;22955839;unidades
Cantabria;2009;P. LIAR;29368;unidades
Cantabria;2009;P. PIPA;1309;unidades
Castilla y León;2009;CIGARRILLOS;212558179;unidades
Castilla y León;2009;CIGARROS;100549843;unidades
Castilla y León;2009;P. LIAR;111642;unidades
Castilla y León;2009;P. PIPA;6151;unidades
Castilla-La Mancha;2009;CIGARRILLOS;183430293;unidades
Castilla-La Mancha;2009;CIGARROS;50463489;unidades
Castilla-La Mancha;2009;P. LIAR;139943;unidades
Castilla-La Mancha;2009;P. PIPA;4730;unidades
Cataluña;2009;CIGARRILLOS;758718236;unidades
Cataluña;2009;CIGARROS;228961922;unidades
Cataluña;2009;P. LIAR;1229758;unidades
Cataluña;2009;P. PIPA;57228;unidades
Comunidad Valenciana;2009;CIGARRILLOS;491021188;unidades
Comunidad Valenciana;2009;CIGARROS;106967047;unidades
Comunidad Valenciana;2009;P. LIAR;1298893;unidades
Comunidad Valenciana;2009;P. PIPA;21531;unidades
Extremadura;2009;CIGARRILLOS;104001473;unidades
Extremadura;2009;CIGARROS;32083467;unidades
Extremadura;2009;P. LIAR;99586;unidades
Extremadura;2009;P. PIPA;1977;unidades
Galicia;2009;CIGARRILLOS;212369453;unidades
Galicia;2009;CIGARROS;64649964;unidades
Galicia;2009;P. LIAR;119142;unidades
Galicia;2009;P. PIPA;4090;unidades
Madrid (Comunidad de);2009;CIGARRILLOS;496172326;unidades
Madrid (Comunidad de);2009;CIGARROS;103938538;unidades
Madrid (Comunidad de);2009;P. LIAR;285054;unidades
Madrid (Comunidad de);2009;P. PIPA;26627;unidades
Murcia (Región de);2009;CIGARRILLOS;135544748;unidades
Murcia (Región de);2009;CIGARROS;25882256;unidades
Murcia (Región de);2009;P. LIAR;175079;unidades
Murcia (Región de);2009;P. PIPA;5101;unidades
Navarra (Comunidad Foral de);2009;CIGARRILLOS;83861283;unidades
Navarra (Comunidad Foral de);2009;CIGARROS;40423332;unidades
Navarra (Comunidad Foral de);2009;P. LIAR;124409;unidades
Navarra (Comunidad Foral de);2009;P. PIPA;5485;unidades
País Vasco;2009;CIGARRILLOS;211559250;unidades
País Vasco;2009;CIGARROS;126795817;unidades
País Vasco;2009;P. LIAR;248144;unidades
País Vasco;2009;P. PIPA;9578;unidades
Rioja (La);2009;CIGARRILLOS;25743973;unidades
Rioja (La);2009;CIGARROS;16584357;unidades
Rioja (La);2009;P. LIAR;10060;unidades
Rioja (La);2009;P. PIPA;814;unidades
Andalucía;2008;CIGARRILLOS;2121064144;euros
Andalucía;2008;CIGARROS;43143388;euros
Andalucía;2008;P. LIAR;39126918;euros
Andalucía;2008;P. PIPA;1332899;euros
Aragón;2008;CIGARRILLOS;351823397;euros
Aragón;2008;CIGARROS;15643044;euros
Aragón;2008;P. LIAR;2653961;euros
Aragón;2008;P. PIPA;189192;euros
Asturias (Principado de);2008;CIGARRILLOS;260120607;euros
Asturias (Principado de);2008;CIGARROS;13377714;euros
Asturias (Principado de);2008;P. LIAR;950599;euros
Asturias (Principado de);2008;P. PIPA;151818;euros
Balears (Illes);2008;CIGARRILLOS;456390498;euros
Balears (Illes);2008;CIGARROS;13133867;euros
Balears (Illes);2008;P. LIAR;32830131;euros
Balears (Illes);2008;P. PIPA;749250;euros
Cantabria;2008;CIGARRILLOS;148705585;euros
Cantabria;2008;CIGARROS;8156124;euros
Cantabria;2008;P. LIAR;1528173;euros
Cantabria;2008;P. PIPA;69858;euros
Castilla y León;2008;CIGARRILLOS;598228677;euros
Castilla y León;2008;CIGARROS;35781149;euros
Castilla y León;2008;P. LIAR;2594037;euros
Castilla y León;2008;P. PIPA;282077;euros
Castilla-La Mancha;2008;CIGARRILLOS;516753053;euros
Castilla-La Mancha;2008;CIGARROS;16941501;euros
Castilla-La Mancha;2008;P. LIAR;1595169;euros
Castilla-La Mancha;2008;P. PIPA;134672;euros
Cataluña;2008;CIGARRILLOS;2202506168;euros
Cataluña;2008;CIGARROS;90475975;euros
Cataluña;2008;P. LIAR;67010537;euros
Cataluña;2008;P. PIPA;2438442;euros
Comunidad Valenciana;2008;CIGARRILLOS;1465668209;euros
Comunidad Valenciana;2008;CIGARROS;35521137;euros
Comunidad Valenciana;2008;P. LIAR;70337179;euros
Comunidad Valenciana;2008;P. PIPA;1232182;euros
Extremadura;2008;CIGARRILLOS;280783861;euros
Extremadura;2008;CIGARROS;8448660;euros
Extremadura;2008;P. LIAR;1184264;euros
Extremadura;2008;P. PIPA;89555;euros
Galicia;2008;CIGARRILLOS;581979940;euros
Galicia;2008;CIGARROS;21384379;euros
Galicia;2008;P. LIAR;3598561;euros
Galicia;2008;P. PIPA;239368;euros
Madrid (Comunidad de);2008;CIGARRILLOS;1401596799;euros
Madrid (Comunidad de);2008;CIGARROS;45723687;euros
Madrid (Comunidad de);2008;P. LIAR;6446449;euros
Madrid (Comunidad de);2008;P. PIPA;1029778;euros
Murcia (Región de);2008;CIGARRILLOS;393666493;euros
Murcia (Región de);2008;CIGARROS;10724385;euros
Murcia (Región de);2008;P. LIAR;5769342;euros
Murcia (Región de);2008;P. PIPA;185391;euros
Navarra (Comunidad Foral de);2008;CIGARRILLOS;228091185;euros
Navarra (Comunidad Foral de);2008;CIGARROS;15242493;euros
Navarra (Comunidad Foral de);2008;P. LIAR;5959748;euros
Navarra (Comunidad Foral de);2008;P. PIPA;206320;euros
País Vasco;2008;CIGARRILLOS;592665498;euros
País Vasco;2008;CIGARROS;49759017;euros
País Vasco;2008;P. LIAR;12494397;euros
País Vasco;2008;P. PIPA;394067;euros
Rioja (La);2008;CIGARRILLOS;71936712;euros
Rioja (La);2008;CIGARROS;6969730;euros
Rioja (La);2008;P. LIAR;281840;euros
Rioja (La);2008;P. PIPA;25260;euros
Andalucía;2008;CIGARRILLOS;820713638;unidades
Andalucía;2008;CIGARROS;129118856;unidades
Andalucía;2008;P. LIAR;13176690;unidades
Andalucía;2008;P. PIPA;425484;unidades
Aragón;2008;CIGARRILLOS;136572190;unidades
Aragón;2008;CIGARROS;42766234;unidades
Aragón;2008;P. LIAR;1152506;unidades
Aragón;2008;P. PIPA;58962;unidades
Asturias (Principado de);2008;CIGARRILLOS;101369798;unidades
Asturias (Principado de);2008;CIGARROS;37387896;unidades
Asturias (Principado de);2008;P. LIAR;423744;unidades
Asturias (Principado de);2008;P. PIPA;45867;unidades
Balears (Illes);2008;CIGARRILLOS;172302011;unidades
Balears (Illes);2008;CIGARROS;28993033;unidades
Balears (Illes);2008;P. LIAR;10514803;unidades
Balears (Illes);2008;P. PIPA;205679;unidades
Cantabria;2008;CIGARRILLOS;57314259;unidades
Cantabria;2008;CIGARROS;20914398;unidades
Cantabria;2008;P. LIAR;574667;unidades
Cantabria;2008;P. PIPA;20888;unidades
Castilla y León;2008;CIGARRILLOS;232342698;unidades
Castilla y León;2008;CIGARROS;97101188;unidades
Castilla y León;2008;P. LIAR;1193518;unidades
Castilla y León;2008;P. PIPA;93419;unidades
Castilla-La Mancha;2008;CIGARRILLOS;200716578;unidades
Castilla-La Mancha;2008;CIGARROS;46433545;unidades
Castilla-La Mancha;2008;P. LIAR;779805;unidades
Castilla-La Mancha;2008;P. PIPA;47841;unidades
Cataluña;2008;CIGARRILLOS;848745584;unidades
Cataluña;2008;CIGARROS;235148464;unidades
Cataluña;2008;P. LIAR;23412303;unidades
Cataluña;2008;P. PIPA;807700;unidades
Comunidad Valenciana;2008;CIGARRILLOS;568499279;unidades
Comunidad Valenciana;2008;CIGARROS;95945671;unidades
Comunidad Valenciana;2008;P. LIAR;22863044;unidades
Comunidad Valenciana;2008;P. PIPA;353519;unidades
Extremadura;2008;CIGARRILLOS;110932112;unidades
Extremadura;2008;CIGARROS;28420483;unidades
Extremadura;2008;P. LIAR;580348;unidades
Extremadura;2008;P. PIPA;27293;unidades
Galicia;2008;CIGARRILLOS;226618601;unidades
Galicia;2008;CIGARROS;58858379;unidades
Galicia;2008;P. LIAR;1585617;unidades
Galicia;2008;P. PIPA;72264;unidades
Madrid (Comunidad de);2008;CIGARRILLOS;540240837;unidades
Madrid (Comunidad de);2008;CIGARROS;99101735;unidades
Madrid (Comunidad de);2008;P. LIAR;2840727;unidades
Madrid (Comunidad de);2008;P. PIPA;335549;unidades
Murcia (Región de);2008;CIGARRILLOS;150003535;unidades
Murcia (Región de);2008;CIGARROS;24214629;unidades
Murcia (Región de);2008;P. LIAR;1948792;unidades
Murcia (Región de);2008;P. PIPA;55946;unidades
Navarra (Comunidad Foral de);2008;CIGARRILLOS;89725633;unidades
Navarra (Comunidad Foral de);2008;CIGARROS;41039778;unidades
Navarra (Comunidad Foral de);2008;P. LIAR;2352936;unidades
Navarra (Comunidad Foral de);2008;P. PIPA;72770;unidades
País Vasco;2008;CIGARRILLOS;230469404;unidades
País Vasco;2008;CIGARROS;126486322;unidades
País Vasco;2008;P. LIAR;4665770;unidades
País Vasco;2008;P. PIPA;130330;unidades
Rioja (La);2008;CIGARRILLOS;27875188;unidades
Rioja (La);2008;CIGARROS;16788446;unidades
Rioja (La);2008;P. LIAR;116226;unidades
Rioja (La);2008;P. PIPA;7625;unidades
Andalucía;2007;CIGARRILLOS;2030293426;euros
Andalucía;2007;CIGARROS;44494809;euros
Andalucía;2007;P. LIAR;32380779;euros
Andalucía;2007;P. PIPA;1286419;euros
Aragón;2007;CIGARRILLOS;328625003;euros
Aragón;2007;CIGARROS;16195429;euros
Aragón;2007;P. LIAR;2032212;euros
Aragón;2007;P. PIPA;182094;euros
Asturias (Principado de);2007;CIGARRILLOS;241830226;euros
Asturias (Principado de);2007;CIGARROS;13451853;euros
Asturias (Principado de);2007;P. LIAR;740649;euros
Asturias (Principado de);2007;P. PIPA;151791;euros
Balears (Illes);2007;CIGARRILLOS;463144294;euros
Balears (Illes);2007;CIGARROS;14314257;euros
Balears (Illes);2007;P. LIAR;30570695;euros
Balears (Illes);2007;P. PIPA;784015;euros
Cantabria;2007;CIGARRILLOS;141623887;euros
Cantabria;2007;CIGARROS;8460796;euros
Cantabria;2007;P. LIAR;1876164;euros
Cantabria;2007;P. PIPA;75751;euros
Castilla y León;2007;CIGARRILLOS;548278546;euros
Castilla y León;2007;CIGARROS;36742601;euros
Castilla y León;2007;P. LIAR;1856149;euros
Castilla y León;2007;P. PIPA;267431;euros
Castilla-La Mancha;2007;CIGARRILLOS;479598931;euros
Castilla-La Mancha;2007;CIGARROS;17690106;euros
Castilla-La Mancha;2007;P. LIAR;961615;euros
Castilla-La Mancha;2007;P. PIPA;114656;euros
Cataluña;2007;CIGARRILLOS;2122352881;euros
Cataluña;2007;CIGARROS;91902671;euros
Cataluña;2007;P. LIAR;54634353;euros
Cataluña;2007;P. PIPA;2327751;euros
Comunidad Valenciana;2007;CIGARRILLOS;1424603797;euros
Comunidad Valenciana;2007;CIGARROS;37646566;euros
Comunidad Valenciana;2007;P. LIAR;56478457;euros
Comunidad Valenciana;2007;P. PIPA;1298022;euros
Extremadura;2007;CIGARRILLOS;260379498;euros
Extremadura;2007;CIGARROS;8634769;euros
Extremadura;2007;P. LIAR;712927;euros
Extremadura;2007;P. PIPA;77083;euros
Galicia;2007;CIGARRILLOS;544618633;euros
Galicia;2007;CIGARROS;21685890;euros
Galicia;2007;P. LIAR;2904138;euros
Galicia;2007;P. PIPA;238408;euros
Madrid (Comunidad de);2007;CIGARRILLOS;1327667109;euros
Madrid (Comunidad de);2007;CIGARROS;47809206;euros
Madrid (Comunidad de);2007;P. LIAR;4691641;euros
Madrid (Comunidad de);2007;P. PIPA;957469;euros
Murcia (Región de);2007;CIGARRILLOS;386451304;euros
Murcia (Región de);2007;CIGARROS;11300158;euros
Murcia (Región de);2007;P. LIAR;4561238;euros
Murcia (Región de);2007;P. PIPA;179133;euros
Navarra (Comunidad Foral de);2007;CIGARRILLOS;217683543;euros
Navarra (Comunidad Foral de);2007;CIGARROS;14959317;euros
Navarra (Comunidad Foral de);2007;P. LIAR;4796459;euros
Navarra (Comunidad Foral de);2007;P. PIPA;206163;euros
País Vasco;2007;CIGARRILLOS;564874459;euros
País Vasco;2007;CIGARROS;51364735;euros
País Vasco;2007;P. LIAR;10003170;euros
País Vasco;2007;P. PIPA;387542;euros
Rioja (La);2007;CIGARRILLOS;65573938;euros
Rioja (La);2007;CIGARROS;7127365;euros
Rioja (La);2007;P. LIAR;241342;euros
Rioja (La);2007;P. PIPA;26620;euros
Andalucía;2007;CIGARRILLOS;812241737;unidades
Andalucía;2007;CIGARROS;124729728;unidades
Andalucía;2007;P. LIAR;9401989;unidades
Andalucía;2007;P. PIPA;357048;unidades
Aragón;2007;CIGARRILLOS;132182981;unidades
Aragón;2007;CIGARROS;42184830;unidades
Aragón;2007;P. LIAR;840723;unidades
Aragón;2007;P. PIPA;54329;unidades
Asturias (Principado de);2007;CIGARRILLOS;97775754;unidades
Asturias (Principado de);2007;CIGARROS;35809709;unidades
Asturias (Principado de);2007;P. LIAR;307649;unidades
Asturias (Principado de);2007;P. PIPA;44588;unidades
Balears (Illes);2007;CIGARRILLOS;178996010;unidades
Balears (Illes);2007;CIGARROS;30548180;unidades
Balears (Illes);2007;P. LIAR;8551693;unidades
Balears (Illes);2007;P. PIPA;201177;unidades
Cantabria;2007;CIGARRILLOS;56449793;unidades
Cantabria;2007;CIGARROS;20785075;unidades
Cantabria;2007;P. LIAR;600008;unidades
Cantabria;2007;P. PIPA;22567;unidades
Castilla y León;2007;CIGARRILLOS;220614962;unidades
Castilla y León;2007;CIGARROS;96069290;unidades
Castilla y León;2007;P. LIAR;805639;unidades
Castilla y León;2007;P. PIPA;80368;unidades
Castilla-La Mancha;2007;CIGARRILLOS;192958208;unidades
Castilla-La Mancha;2007;CIGARROS;45443242;unidades
Castilla-La Mancha;2007;P. LIAR;439488;unidades
Castilla-La Mancha;2007;P. PIPA;35255;unidades
Cataluña;2007;CIGARRILLOS;844082171;unidades
Cataluña;2007;CIGARROS;226551083;unidades
Cataluña;2007;P. LIAR;17698099;unidades
Cataluña;2007;P. PIPA;705341;unidades
Comunidad Valenciana;2007;CIGARRILLOS;568852373;unidades
Comunidad Valenciana;2007;CIGARROS;93539209;unidades
Comunidad Valenciana;2007;P. LIAR;16051466;unidades
Comunidad Valenciana;2007;P. PIPA;359986;unidades
Extremadura;2007;CIGARRILLOS;106838544;unidades
Extremadura;2007;CIGARROS;26925502;unidades
Extremadura;2007;P. LIAR;312488;unidades
Extremadura;2007;P. PIPA;23775;unidades
Galicia;2007;CIGARRILLOS;219972219;unidades
Galicia;2007;CIGARROS;57173246;unidades
Galicia;2007;P. LIAR;1150204;unidades
Galicia;2007;P. PIPA;69668;unidades
Madrid (Comunidad de);2007;CIGARRILLOS;529755032;unidades
Madrid (Comunidad de);2007;CIGARROS;98822638;unidades
Madrid (Comunidad de);2007;P. LIAR;1859987;unidades
Madrid (Comunidad de);2007;P. PIPA;276209;unidades
Murcia (Región de);2007;CIGARRILLOS;151787393;unidades
Murcia (Región de);2007;CIGARROS;23042159;unidades
Murcia (Región de);2007;P. LIAR;1306100;unidades
Murcia (Región de);2007;P. PIPA;50579;unidades
Navarra (Comunidad Foral de);2007;CIGARRILLOS;88608344;unidades
Navarra (Comunidad Foral de);2007;CIGARROS;39528422;unidades
Navarra (Comunidad Foral de);2007;P. LIAR;1879981;unidades
Navarra (Comunidad Foral de);2007;P. PIPA;68203;unidades
País Vasco;2007;CIGARRILLOS;227715567;unidades
País Vasco;2007;CIGARROS;124985102;unidades
País Vasco;2007;P. LIAR;3679360;unidades
País Vasco;2007;P. PIPA;122590;unidades
Rioja (La);2007;CIGARRILLOS;26307156;unidades
Rioja (La);2007;CIGARROS;16355320;unidades
Rioja (La);2007;P. LIAR;85120;unidades
Rioja (La);2007;P. PIPA;7855;unidades
Andalucía;2006;CIGARRILLOS;1848955654;euros
Andalucía;2006;CIGARROS;42314350;euros
Andalucía;2006;P. LIAR;29173338;euros
Andalucía;2006;P. PIPA;1254925;euros
Aragón;2006;CIGARRILLOS;291323568;euros
Aragón;2006;CIGARROS;15284478;euros
Aragón;2006;P. LIAR;1717193;euros
Aragón;2006;P. PIPA;160826;euros
Asturias (Principado de);2006;CIGARRILLOS;218879000;euros
Asturias (Principado de);2006;CIGARROS;12892697;euros
Asturias (Principado de);2006;P. LIAR;632408;euros
Asturias (Principado de);2006;P. PIPA;139014;euros
Balears (Illes);2006;CIGARRILLOS;428918667;euros
Balears (Illes);2006;CIGARROS;13748212;euros
Balears (Illes);2006;P. LIAR;27636369;euros
Balears (Illes);2006;P. PIPA;790915;euros
Cantabria;2006;CIGARRILLOS;128837542;euros
Cantabria;2006;CIGARROS;7839477;euros
Cantabria;2006;P. LIAR;1439247;euros
Cantabria;2006;P. PIPA;78206;euros
Castilla y León;2006;CIGARRILLOS;507741451;euros
Castilla y León;2006;CIGARROS;34987596;euros
Castilla y León;2006;P. LIAR;1422046;euros
Castilla y León;2006;P. PIPA;237517;euros
Castilla-La Mancha;2006;CIGARRILLOS;422410684;euros
Castilla-La Mancha;2006;CIGARROS;16428482;euros
Castilla-La Mancha;2006;P. LIAR;692666;euros
Castilla-La Mancha;2006;P. PIPA;100839;euros
Cataluña;2006;CIGARRILLOS;1944695713;euros
Cataluña;2006;CIGARROS;88398218;euros
Cataluña;2006;P. LIAR;44926551;euros
Cataluña;2006;P. PIPA;2089695;euros
Comunidad Valenciana;2006;CIGARRILLOS;1283103818;euros
Comunidad Valenciana;2006;CIGARROS;36269721;euros
Comunidad Valenciana;2006;P. LIAR;48902159;euros
Comunidad Valenciana;2006;P. PIPA;1220962;euros
Extremadura;2006;CIGARRILLOS;232377647;euros
Extremadura;2006;CIGARROS;8371335;euros
Extremadura;2006;P. LIAR;526602;euros
Extremadura;2006;P. PIPA;68366;euros
Galicia;2006;CIGARRILLOS;499638065;euros
Galicia;2006;CIGARROS;20558022;euros
Galicia;2006;P. LIAR;2236154;euros
Galicia;2006;P. PIPA;221472;euros
Madrid (Comunidad de);2006;CIGARRILLOS;1197214045;euros
Madrid (Comunidad de);2006;CIGARROS;44445681;euros
Madrid (Comunidad de);2006;P. LIAR;3584897;euros
Madrid (Comunidad de);2006;P. PIPA;893931;euros
Murcia (Región de);2006;CIGARRILLOS;342376319;euros
Murcia (Región de);2006;CIGARROS;10578683;euros
Murcia (Región de);2006;P. LIAR;3835343;euros
Murcia (Región de);2006;P. PIPA;162554;euros
Navarra (Comunidad Foral de);2006;CIGARRILLOS;205094502;euros
Navarra (Comunidad Foral de);2006;CIGARROS;14062892;euros
Navarra (Comunidad Foral de);2006;P. LIAR;4259244;euros
Navarra (Comunidad Foral de);2006;P. PIPA;175349;euros
País Vasco;2006;CIGARRILLOS;540529513;euros
País Vasco;2006;CIGARROS;49998914;euros
País Vasco;2006;P. LIAR;9090978;euros
País Vasco;2006;P. PIPA;370743;euros
Rioja (La);2006;CIGARRILLOS;61691851;euros
Rioja (La);2006;CIGARROS;6533774;euros
Rioja (La);2006;P. LIAR;144448;euros
Rioja (La);2006;P. PIPA;22075;euros
Andalucía;2006;CIGARRILLOS;822519900;unidades
Andalucía;2006;CIGARROS;112830464;unidades
Andalucía;2006;P. LIAR;8311533;unidades
Andalucía;2006;P. PIPA;351519;unidades
Aragón;2006;CIGARRILLOS;130738747;unidades
Aragón;2006;CIGARROS;38699659;unidades
Aragón;2006;P. LIAR;693730;unidades
Aragón;2006;P. PIPA;48669;unidades
Asturias (Principado de);2006;CIGARRILLOS;98552435;unidades
Asturias (Principado de);2006;CIGARROS;33478824;unidades
Asturias (Principado de);2006;P. LIAR;256239;unidades
Asturias (Principado de);2006;P. PIPA;42599;unidades
Balears (Illes);2006;CIGARRILLOS;177794843;unidades
Balears (Illes);2006;CIGARROS;29275012;unidades
Balears (Illes);2006;P. LIAR;7746777;unidades
Balears (Illes);2006;P. PIPA;201182;unidades
Cantabria;2006;CIGARRILLOS;56789904;unidades
Cantabria;2006;CIGARROS;19535377;unidades
Cantabria;2006;P. LIAR;458109;unidades
Cantabria;2006;P. PIPA;23205;unidades
Castilla y León;2006;CIGARRILLOS;227433669;unidades
Castilla y León;2006;CIGARROS;90955876;unidades
Castilla y León;2006;P. LIAR;604466;unidades
Castilla y León;2006;P. PIPA;70818;unidades
Castilla-La Mancha;2006;CIGARRILLOS;189133876;unidades
Castilla-La Mancha;2006;CIGARROS;41393079;unidades
Castilla-La Mancha;2006;P. LIAR;315142;unidades
Castilla-La Mancha;2006;P. PIPA;30771;unidades
Cataluña;2006;CIGARRILLOS;858458054;unidades
Cataluña;2006;CIGARROS;218271557;unidades
Cataluña;2006;P. LIAR;14533922;unidades
Cataluña;2006;P. PIPA;624582;unidades
Comunidad Valenciana;2006;CIGARRILLOS;565771618;unidades
Comunidad Valenciana;2006;CIGARROS;87167383;unidades
Comunidad Valenciana;2006;P. LIAR;13867600;unidades
Comunidad Valenciana;2006;P. PIPA;336763;unidades
Extremadura;2006;CIGARRILLOS;106843233;unidades
Extremadura;2006;CIGARROS;24346894;unidades
Extremadura;2006;P. LIAR;223142;unidades
Extremadura;2006;P. PIPA;20791;unidades
Galicia;2006;CIGARRILLOS;226390797;unidades
Galicia;2006;CIGARROS;53577254;unidades
Galicia;2006;P. LIAR;894863;unidades
Galicia;2006;P. PIPA;66061;unidades
Madrid (Comunidad de);2006;CIGARRILLOS;532496906;unidades
Madrid (Comunidad de);2006;CIGARROS;90132937;unidades
Madrid (Comunidad de);2006;P. LIAR;1397159;unidades
Madrid (Comunidad de);2006;P. PIPA;257926;unidades
Murcia (Región de);2006;CIGARRILLOS;148154197;unidades
Murcia (Región de);2006;CIGARROS;21038070;unidades
Murcia (Región de);2006;P. LIAR;1092933;unidades
Murcia (Región de);2006;P. PIPA;46927;unidades
Navarra (Comunidad Foral de);2006;CIGARRILLOS;93799971;unidades
Navarra (Comunidad Foral de);2006;CIGARROS;38388310;unidades
Navarra (Comunidad Foral de);2006;P. LIAR;1704564;unidades
Navarra (Comunidad Foral de);2006;P. PIPA;60529;unidades
País Vasco;2006;CIGARRILLOS;242584723;unidades
País Vasco;2006;CIGARROS;121330059;unidades
País Vasco;2006;P. LIAR;3294751;unidades
País Vasco;2006;P. PIPA;114960;unidades
Rioja (La);2006;CIGARRILLOS;27415950;unidades
Rioja (La);2006;CIGARROS;15068973;unidades
Rioja (La);2006;P. LIAR;53189;unidades
Rioja (La);2006;P. PIPA;6328;unidades
Andalucía;2005;CIGARRILLOS;1852650908;euros
Andalucía;2005;CIGARROS;46164613;euros
Andalucía;2005;P. LIAR;29269013;euros
Andalucía;2005;P. PIPA;1292607;euros
Aragón;2005;CIGARRILLOS;292564291;euros
Aragón;2005;CIGARROS;16420646;euros
Aragón;2005;P. LIAR;1736310;euros
Aragón;2005;P. PIPA;177283;euros
Asturias (Principado de);2005;CIGARRILLOS;222053162;euros
Asturias (Principado de);2005;CIGARROS;12571923;euros
Asturias (Principado de);2005;P. LIAR;592613;euros
Asturias (Principado de);2005;P. PIPA;141698;euros
Balears (Illes);2005;CIGARRILLOS;459611933;euros
Balears (Illes);2005;CIGARROS;15489125;euros
Balears (Illes);2005;P. LIAR;31317957;euros
Balears (Illes);2005;P. PIPA;840215;euros
Cantabria;2005;CIGARRILLOS;131080464;euros
Cantabria;2005;CIGARROS;7837596;euros
Cantabria;2005;P. LIAR;1419449;euros
Cantabria;2005;P. PIPA;76840;euros
Castilla y León;2005;CIGARRILLOS;500879689;euros
Castilla y León;2005;CIGARROS;36029268;euros
Castilla y León;2005;P. LIAR;1317760;euros
Castilla y León;2005;P. PIPA;232181;euros
Castilla-La Mancha;2005;CIGARRILLOS;412210816;euros
Castilla-La Mancha;2005;CIGARROS;17903660;euros
Castilla-La Mancha;2005;P. LIAR;624457;euros
Castilla-La Mancha;2005;P. PIPA;98656;euros
Cataluña;2005;CIGARRILLOS;1978556067;euros
Cataluña;2005;CIGARROS;99803049;euros
Cataluña;2005;P. LIAR;43682842;euros
Cataluña;2005;P. PIPA;2074048;euros
Comunidad Valenciana;2005;CIGARRILLOS;1301947801;euros
Comunidad Valenciana;2005;CIGARROS;41298260;euros
Comunidad Valenciana;2005;P. LIAR;49777138;euros
Comunidad Valenciana;2005;P. PIPA;1276412;euros
Extremadura;2005;CIGARRILLOS;225452183;euros
Extremadura;2005;CIGARROS;8713397;euros
Extremadura;2005;P. LIAR;398167;euros
Extremadura;2005;P. PIPA;61636;euros
Galicia;2005;CIGARRILLOS;492954807;euros
Galicia;2005;CIGARROS;21239639;euros
Galicia;2005;P. LIAR;1890347;euros
Galicia;2005;P. PIPA;225130;euros
Madrid (Comunidad de);2005;CIGARRILLOS;1216690445;euros
Madrid (Comunidad de);2005;CIGARROS;47596771;euros
Madrid (Comunidad de);2005;P. LIAR;3872509;euros
Madrid (Comunidad de);2005;P. PIPA;899944;euros
Murcia (Región de);2005;CIGARRILLOS;339162148;euros
Murcia (Región de);2005;CIGARROS;11394365;euros
Murcia (Región de);2005;P. LIAR;3879220;euros
Murcia (Región de);2005;P. PIPA;158088;euros
Navarra (Comunidad Foral de);2005;CIGARRILLOS;201861117;euros
Navarra (Comunidad Foral de);2005;CIGARROS;15944847;euros
Navarra (Comunidad Foral de);2005;P. LIAR;3886099;euros
Navarra (Comunidad Foral de);2005;P. PIPA;185788;euros
País Vasco;2005;CIGARRILLOS;555787201;euros
País Vasco;2005;CIGARROS;52251148;euros
País Vasco;2005;P. LIAR;8743722;euros
País Vasco;2005;P. PIPA;346414;euros
Rioja (La);2005;CIGARRILLOS;60179335;euros
Rioja (La);2005;CIGARROS;6576781;euros
Rioja (La);2005;P. LIAR;118956;euros
Rioja (La);2005;P. PIPA;20450;euros
